id,name
0,abseiling
1,acting_in_play
2,adjusting_glasses
3,air_drumming
4,alligator_wrestling
5,answering_questions
6,applauding
7,applying_cream
8,archaeological_excavation
9,archery
10,arguing
11,arm_wrestling
12,arranging_flowers
13,assembling_bicycle
14,assembling_computer
15,attending_conference
16,auctioning
17,backflip_(human)
18,baking_cookies
19,bandaging
20,barbequing
21,bartending
22,base_jumping
23,bathing_dog
24,battle_rope_training
25,beatboxing
26,bee_keeping
27,belly_dancing
28,bench_pressing
29,bending_back
30,bending_metal
31,biking_through_snow
32,blasting_sand
33,blowdrying_hair
34,blowing_bubble_gum
35,blowing_glass
36,blowing_leaves
37,blowing_nose
38,blowing_out_candles
39,bobsledding
40,bodysurfing
41,bookbinding
42,bottling
43,bouncing_on_bouncy_castle
44,bouncing_on_trampoline
45,bowling
46,braiding_hair
47,breading_or_breadcrumbing
48,breakdancing
49,breaking_boards
50,breathing_fire
51,brush_painting
52,brushing_hair
53,brushing_teeth
54,building_cabinet
55,building_lego
56,building_sandcastle
57,building_shed
58,bull_fighting
59,bulldozing
60,bungee_jumping
61,burping
62,busking
63,calculating
64,calligraphy
65,canoeing_or_kayaking
66,capoeira
67,capsizing
68,card_stacking
69,card_throwing
70,carrying_baby
71,cartwheeling
72,carving_ice
73,carving_pumpkin
74,casting_fishing_line
75,catching_fish
76,catching_or_throwing_baseball
77,catching_or_throwing_frisbee
78,catching_or_throwing_softball
79,celebrating
80,changing_gear_in_car
81,changing_oil
82,changing_wheel_(not_on_bike)
83,checking_tires
84,cheerleading
85,chewing_gum
86,chiseling_stone
87,chiseling_wood
88,chopping_meat
89,chopping_vegetables
90,chopping_wood
91,clam_digging
92,clapping
93,clay_pottery_making
94,clean_and_jerk
95,cleaning_gutters
96,cleaning_pool
97,cleaning_shoes
98,cleaning_toilet
99,cleaning_windows
100,climbing_a_rope
101,climbing_ladder
102,climbing_tree
103,coloring_in
104,combing_hair
105,contact_juggling
106,contorting
107,cooking_egg
108,cooking_on_campfire
109,cooking_sausages_(not_on_barbeque)
110,cooking_scallops
111,cosplaying
112,counting_money
113,country_line_dancing
114,cracking_back
115,cracking_knuckles
116,cracking_neck
117,crawling_baby
118,crossing_eyes
119,crossing_river
120,crying
121,cumbia
122,curling_(sport)
123,curling_hair
124,cutting_apple
125,cutting_nails
126,cutting_orange
127,cutting_pineapple
128,cutting_watermelon
129,dancing_ballet
130,dancing_charleston
131,dancing_gangnam_style
132,dancing_macarena
133,deadlifting
134,decorating_the_christmas_tree
135,delivering_mail
136,dining
137,directing_traffic
138,disc_golfing
139,diving_cliff
140,docking_boat
141,dodgeball
142,doing_aerobics
143,doing_jigsaw_puzzle
144,doing_laundry
145,doing_nails
146,drawing
147,dribbling_basketball
148,drinking_shots
149,driving_car
150,driving_tractor
151,drooling
152,drop_kicking
153,drumming_fingers
154,dumpster_diving
155,dunking_basketball
156,dyeing_eyebrows
157,dyeing_hair
158,eating_burger
159,eating_cake
160,eating_carrots
161,eating_chips
162,eating_doughnuts
163,eating_hotdog
164,eating_ice_cream
165,eating_spaghetti
166,eating_watermelon
167,egg_hunting
168,embroidering
169,exercising_with_an_exercise_ball
170,extinguishing_fire
171,faceplanting
172,falling_off_bike
173,falling_off_chair
174,feeding_birds
175,feeding_fish
176,feeding_goats
177,fencing_(sport)
178,fidgeting
179,finger_snapping
180,fixing_bicycle
181,fixing_hair
182,flint_knapping
183,flipping_pancake
184,fly_tying
185,flying_kite
186,folding_clothes
187,folding_napkins
188,folding_paper
189,front_raises
190,frying_vegetables
191,geocaching
192,getting_a_haircut
193,getting_a_piercing
194,getting_a_tattoo
195,giving_or_receiving_award
196,gold_panning
197,golf_chipping
198,golf_driving
199,golf_putting
200,gospel_singing_in_church
201,grinding_meat
202,grooming_dog
203,grooming_horse
204,gymnastics_tumbling
205,hammer_throw
206,hand_washing_clothes
207,head_stand
208,headbanging
209,headbutting
210,high_jump
211,high_kick
212,historical_reenactment
213,hitting_baseball
214,hockey_stop
215,holding_snake
216,home_roasting_coffee
217,hopscotch
218,hoverboarding
219,huddling
220,hugging_(not_baby)
221,hugging_baby
222,hula_hooping
223,hurdling
224,hurling_(sport)
225,ice_climbing
226,ice_fishing
227,ice_skating
228,ice_swimming
229,inflating_balloons
230,installing_carpet
231,ironing
232,ironing_hair
233,javelin_throw
234,jaywalking
235,jetskiing
236,jogging
237,juggling_balls
238,juggling_fire
239,juggling_soccer_ball
240,jumping_bicycle
241,jumping_into_pool
242,jumping_jacks
243,jumpstyle_dancing
244,karaoke
245,kicking_field_goal
246,kicking_soccer_ball
247,kissing
248,kitesurfing
249,knitting
250,krumping
251,land_sailing
252,laughing
253,lawn_mower_racing
254,laying_bricks
255,laying_concrete
256,laying_stone
257,laying_tiles
258,leatherworking
259,licking
260,lifting_hat
261,lighting_fire
262,lock_picking
263,long_jump
264,longboarding
265,looking_at_phone
266,luge
267,lunge
268,making_a_cake
269,making_a_sandwich
270,making_balloon_shapes
271,making_bubbles
272,making_cheese
273,making_horseshoes
274,making_jewelry
275,making_paper_aeroplanes
276,making_pizza
277,making_snowman
278,making_sushi
279,making_tea
280,making_the_bed
281,marching
282,marriage_proposal
283,massaging_back
284,massaging_feet
285,massaging_legs
286,massaging_neck
287,massaging_person's_head
288,milking_cow
289,moon_walking
290,mopping_floor
291,mosh_pit_dancing
292,motorcycling
293,mountain_climber_(exercise)
294,moving_furniture
295,mowing_lawn
296,mushroom_foraging
297,needle_felting
298,news_anchoring
299,opening_bottle_(not_wine)
300,opening_door
301,opening_present
302,opening_refrigerator
303,opening_wine_bottle
304,packing
305,paragliding
306,parasailing
307,parkour
308,passing_American_football_(in_game)
309,passing_american_football_(not_in_game)
310,passing_soccer_ball
311,peeling_apples
312,peeling_potatoes
313,person_collecting_garbage
314,petting_animal_(not_cat)
315,petting_cat
316,photobombing
317,photocopying
318,picking_fruit
319,pillow_fight
320,pinching
321,pirouetting
322,planing_wood
323,planting_trees
324,plastering
325,playing_accordion
326,playing_badminton
327,playing_bagpipes
328,playing_basketball
329,playing_bass_guitar
330,playing_beer_pong
331,playing_blackjack
332,playing_cello
333,playing_chess
334,playing_clarinet
335,playing_controller
336,playing_cricket
337,playing_cymbals
338,playing_darts
339,playing_didgeridoo
340,playing_dominoes
341,playing_drums
342,playing_field_hockey
343,playing_flute
344,playing_gong
345,playing_guitar
346,playing_hand_clapping_games
347,playing_harmonica
348,playing_harp
349,playing_ice_hockey
350,playing_keyboard
351,playing_kickball
352,playing_laser_tag
353,playing_lute
354,playing_maracas
355,playing_marbles
356,playing_monopoly
357,playing_netball
358,playing_ocarina
359,playing_organ
360,playing_paintball
361,playing_pan_pipes
362,playing_piano
363,playing_pinball
364,playing_ping_pong
365,playing_poker
366,playing_polo
367,playing_recorder
368,playing_rubiks_cube
369,playing_saxophone
370,playing_scrabble
371,playing_squash_or_racquetball
372,playing_tennis
373,playing_trombone
374,playing_trumpet
375,playing_ukulele
376,playing_violin
377,playing_volleyball
378,playing_with_trains
379,playing_xylophone
380,poking_bellybutton
381,pole_vault
382,polishing_metal
383,popping_balloons
384,pouring_beer
385,preparing_salad
386,presenting_weather_forecast
387,pull_ups
388,pumping_fist
389,pumping_gas
390,punching_bag
391,punching_person_(boxing)
392,push_up
393,pushing_car
394,pushing_cart
395,pushing_wheelbarrow
396,pushing_wheelchair
397,putting_in_contact_lenses
398,putting_on_eyeliner
399,putting_on_foundation
400,putting_on_lipstick
401,putting_on_mascara
402,putting_on_sari
403,putting_on_shoes
404,raising_eyebrows
405,reading_book
406,reading_newspaper
407,recording_music
408,repairing_puncture
409,riding_a_bike
410,riding_camel
411,riding_elephant
412,riding_mechanical_bull
413,riding_mule
414,riding_or_walking_with_horse
415,riding_scooter
416,riding_snow_blower
417,riding_unicycle
418,ripping_paper
419,roasting_marshmallows
420,roasting_pig
421,robot_dancing
422,rock_climbing
423,rock_scissors_paper
424,roller_skating
425,rolling_pastry
426,rope_pushdown
427,running_on_treadmill
428,sailing
429,salsa_dancing
430,sanding_floor
431,sausage_making
432,sawing_wood
433,scrambling_eggs
434,scrapbooking
435,scrubbing_face
436,scuba_diving
437,separating_eggs
438,setting_table
439,sewing
440,shaking_hands
441,shaking_head
442,shaping_bread_dough
443,sharpening_knives
444,sharpening_pencil
445,shaving_head
446,shaving_legs
447,shearing_sheep
448,shining_flashlight
449,shining_shoes
450,shooting_basketball
451,shooting_goal_(soccer)
452,shopping
453,shot_put
454,shoveling_snow
455,shucking_oysters
456,shuffling_cards
457,shuffling_feet
458,side_kick
459,sign_language_interpreting
460,singing
461,sipping_cup
462,situp
463,skateboarding
464,ski_jumping
465,skiing_crosscountry
466,skiing_mono
467,skiing_slalom
468,skipping_rope
469,skipping_stone
470,skydiving
471,slacklining
472,slapping
473,sled_dog_racing
474,sleeping
475,smashing
476,smelling_feet
477,smoking
478,smoking_hookah
479,smoking_pipe
480,snatch_weight_lifting
481,sneezing
482,snorkeling
483,snowboarding
484,snowkiting
485,snowmobiling
486,somersaulting
487,spelunking
488,spinning_poi
489,spray_painting
490,springboard_diving
491,square_dancing
492,squat
493,standing_on_hands
494,staring
495,steer_roping
496,sticking_tongue_out
497,stomping_grapes
498,stretching_arm
499,stretching_leg
500,sucking_lolly
501,surfing_crowd
502,surfing_water
503,sweeping_floor
504,swimming_backstroke
505,swimming_breast_stroke
506,swimming_butterfly_stroke
507,swimming_front_crawl
508,swing_dancing
509,swinging_baseball_bat
510,swinging_on_something
511,sword_fighting
512,sword_swallowing
513,tackling
514,tagging_graffiti
515,tai_chi
516,talking_on_cell_phone
517,tango_dancing
518,tap_dancing
519,tapping_guitar
